Type,Bank,Country,Region,Year,AmountUSDMillions,Group,Sector,Client,ForestRiskClientRegion
Corporate loan,DBS,Singapore,Southeast Asia,2016,10,Tirta Mahakam Resources,Timber,Tirta Mahakam Resources,Southeast Asia
Corporate loan,DBS,Singapore,Southeast Asia,2017,10,Tirta Mahakam Resources,Timber,Tirta Mahakam Resources,Southeast Asia
Corporate loan,DBS,Singapore,Southeast Asia,2017,10,Tirta Mahakam Resources,Timber,Tirta Mahakam Resources,Southeast Asia
Corporate loan,DBS,Singapore,Southeast Asia,2017,10,Tirta Mahakam Resources,Timber,Tirta Mahakam Resources,Southeast Asia
Shareholding,Government Pension Investment Fund (GPIF),Japan,East Asia,2021,10,Oji Group,Timber,Oji Holdings,Latin America
Corporate loan,Credit Suisse,Switzerland,Europe other,2020,10,Royal Golden Eagle Group,Pulp & paper,Asia Pacific Resources International,Southeast Asia
Corporate loan,ANZ,Australia,Oceania,2013,9.99,Triputra Group,Palm oil,Agro Multi Persada,Southeast Asia
Corporate loan,Bank DKI,Indonesia,Southeast Asia,2013,9.99,Triputra Group,Palm oil,Agro Multi Persada,Southeast Asia
Corporate loan,QNB Group,Qatar,Middle East,2013,9.99,Triputra Group,Palm oil,Agro Multi Persada,Southeast Asia
Corporate loan,CIMB Group,Malaysia,Southeast Asia,2013,9.99,Triputra Group,Palm oil,Agro Multi Persada,Southeast Asia
Corporate loan,Indonesia Eximbank,Indonesia,Southeast Asia,2013,9.99,Triputra Group,Palm oil,Agro Multi Persada,Southeast Asia
Corporate loan,Industrial and Commercial Bank of China,China,East Asia,2013,9.99,Triputra Group,Palm oil,Agro Multi Persada,Southeast Asia
Bond issuance,RHB Banking,Malaysia,Southeast Asia,2019,9.98,IJM Group,Palm oil,IJM,Southeast Asia
Corporate loan,Citigroup,United States,North America,2016,9.98,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Revolving credit facility,China Development Bank,China,East Asia,2016,9.97,COFCO,Soy,COFCO Agri,Latin America
Corporate loan,Citigroup,United States,North America,2018,9.96,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Centro-Oeste - Goiás,Latin America
Shareholding,Public Bank,Malaysia,Southeast Asia,2021,9.96,IJM Group,Palm oil,IJM Plantations,Southeast Asia
Corporate loan,Rabobank,Netherlands,EU27,2017,9.96,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Norte - Tocantins,Latin America
Corporate loan,Bradesco,Brazil,South America,2014,9.96,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Nordeste - Maranhão,Latin America
Shareholding,Absolute Investimentos,Brazil,South America,2021,9.95,JBS,Beef,JBS,Latin America
Bondholding,Bedrijfstakpensioenfonds voor de Bouwnijverheid (BpfBOUW),Netherlands,EU27,2021,9.95,JBS,Beef,JBS,Latin America
Shareholding,UBS,Switzerland,Europe other,2021,9.95,Suzano,Pulp & paper,Suzano,Latin America
Bond issuance,Malayan Banking,Malaysia,Southeast Asia,2019,9.95,IJM Group,Palm oil,IJM,Southeast Asia
Corporate loan,IDB Group,Saudi Arabia,Middle East,2015,9.95,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Banco do Brasil,Brazil,South America,2015,9.94,Brazil Agriculture Finance Program,Timber,Brazil Agriculture Finance Program - Sul - Paraná,Latin America
Corporate loan,Itaú Unibanco,Brazil,South America,2013,9.92,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Corporate loan,Caixa Econômica Federal,Brazil,South America,2015,9.92,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Bahia,Latin America
Corporate loan,Caixa Econômica Federal,Brazil,South America,2013,9.92,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Paraná,Latin America
Corporate loan,United Overseas Bank,Singapore,Southeast Asia,2017,9.91,Sungai Budi Group,Palm oil,Tunas Baru Lampung,Southeast Asia
Corporate loan,DBS,Singapore,Southeast Asia,2016,9.91,COFCO,Soy,COFCO Hong Kong,Latin America
Revolving credit facility,Rabobank,Netherlands,EU27,2014,9.91,COFCO,Soy,Noble Agri Ltd,Latin America
Corporate loan,DBS,Singapore,Southeast Asia,2016,9.91,COFCO,Soy,COFCO Hong Kong,Latin America
Revolving credit facility,Citigroup,United States,North America,2016,9.9,Marubeni,Pulp & paper,Marubeni,Southeast Asia
Revolving credit facility,Citigroup,United States,North America,2016,9.9,Marubeni,Timber,Marubeni,Southeast Asia
Corporate loan,United Overseas Bank,Singapore,Southeast Asia,2016,9.89,Salim Group,Palm oil,Indofood Sukses Makmur,Southeast Asia
Shareholding,Dimensional Fund Advisors,United States,North America,2021,9.89,SLC Agricola,Soy,SLC Agricola,Latin America
Corporate loan,SMBC Group,Japan,East Asia,2013,9.89,Oji Group,Pulp & paper,Oji Holdings,Southeast Asia
Corporate loan,Rabobank,Netherlands,EU27,2017,9.89,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Corporate loan,Bank Mandiri,Indonesia,Southeast Asia,2014,9.89,Sungai Budi Group,Palm oil,Tunas Baru Lampung,Southeast Asia
Corporate loan,Sicredi,Brazil,South America,2014,9.88,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Paraná,Latin America
Shareholding,Raiffeisen Bank International,Austria,EU27,2021,9.87,Suzano,Pulp & paper,Suzano,Latin America
Bond issuance,Industrial and Commercial Bank of China,China,East Asia,2018,9.86,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Corporate loan,Hong Leong Group,Malaysia,Southeast Asia,2019,9.86,BLD Group,Palm oil,Grand Mutual,Southeast Asia
Corporate loan,Safra Group,Brazil,South America,2018,9.86,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Corporate loan,Victoria Investama,Indonesia,Southeast Asia,2018,9.85,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Bradesco,Brazil,South America,2019,9.85,Brazil Agriculture Finance Program,Rubber,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Corporate loan,HSBC,United Kingdom,Europe other,2015,9.84,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Rio Grande do Sul,Latin America
Bond issuance,Hong Leong Group,Malaysia,Southeast Asia,2013,9.83,TH Group,Palm oil,TH Plantations,Southeast Asia
Bond issuance,RHB Banking,Malaysia,Southeast Asia,2013,9.83,TH Group,Palm oil,TH Plantations,Southeast Asia
Corporate loan,BNDES,Brazil,South America,2018,9.83,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Corporate loan,BRB - Banco de Brasília,Brazil,South America,2013,9.83,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - Goiás,Latin America
Corporate loan,Rabobank,Netherlands,EU27,2019,9.82,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Corporate loan,IDB Group,Saudi Arabia,Middle East,2016,9.81,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Shareholding,Sumitomo Mitsui Trust,Japan,East Asia,2021,9.8,Oji Group,Pulp & paper,Oji Holdings,Latin America
Corporate loan,Itaú Unibanco,Brazil,South America,2015,9.8,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Bond issuance,SMBC Group,Japan,East Asia,2018,9.79,Sumitomo Forestry,Timber,Sumitomo Forestry ,Southeast Asia
Revolving credit facility,IDB Group,Saudi Arabia,Middle East,2017,9.77,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Revolving credit facility,IDB Group,Saudi Arabia,Middle East,2017,9.76,Sinar Mas Group,Pulp & paper,Pabrik Kertas Tjiwi Kimia,Southeast Asia
Corporate loan,Santander,Spain,EU27,2013,9.75,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Corporate loan,Itaú Unibanco,Brazil,South America,2019,9.75,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Corporate loan,Arab Banking Corporation (Bank ABC),Bahrain,Middle East,2018,9.74,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sudeste - Minas Gerais,Latin America
Corporate loan,HSBC,United Kingdom,Europe other,2015,9.74,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Corporate loan,Santander,Spain,EU27,2015,9.74,Brazil Agriculture Finance Program,Rubber,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Corporate loan,HSBC,United Kingdom,Europe other,2016,9.73,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Corporate loan,Safra Group,Brazil,South America,2017,9.73,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sudeste - São Paulo,Latin America
Corporate loan,Caixa Econômica Federal,Brazil,South America,2017,9.72,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sudeste - Minas Gerais,Latin America
Corporate loan,Bank Riau Kepri,Indonesia,Southeast Asia,2017,9.72,Perkebunan Nusantara Group,Palm oil,Perkebunan Nusantara V,Southeast Asia
Corporate loan,Banco do Brasil,Brazil,South America,2017,9.72,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Norte - Roraima,Latin America
Shareholding,Government Pension Fund Global,Norway,Europe other,2021,9.71,Sumitomo Forestry,Timber,Sumitomo Forestry ,Southeast Asia
Corporate loan,Santander,Spain,EU27,2015,9.71,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Corporate loan,Banco do Brasil,Brazil,South America,2015,9.71,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Sudeste - Rio de Janeiro,Latin America
Bond issuance,Bradesco,Brazil,South America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Bank of America,United States,North America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Citigroup,United States,North America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,HSBC,United Kingdom,Europe other,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Itaú Unibanco,Brazil,South America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Mizuho Financial,Japan,East Asia,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Santander,Spain,EU27,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Scotiabank,Canada,North America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,SMBC Group,Japan,East Asia,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Bradesco,Brazil,South America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Bank of America,United States,North America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Citigroup,United States,North America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,HSBC,United Kingdom,Europe other,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Itaú Unibanco,Brazil,South America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Mizuho Financial,Japan,East Asia,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Santander,Spain,EU27,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,Scotiabank,Canada,North America,2019,9.7,Klabin,Timber,Klabin,Latin America
Bond issuance,SMBC Group,Japan,East Asia,2019,9.7,Klabin,Timber,Klabin,Latin America
Corporate loan,Industrial and Commercial Bank of China,China,East Asia,2016,9.7,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Industrial and Commercial Bank of China,China,East Asia,2017,9.7,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Industrial and Commercial Bank of China,China,East Asia,2015,9.7,Sinar Mas Group,Pulp & paper,Indah Kiat Pulp & Paper,Southeast Asia
Corporate loan,Banco do Brasil,Brazil,South America,2014,9.7,Brazil Agriculture Finance Program,Palm oil,Brazil Agriculture Finance Program - Norte - Pará,Latin America
Corporate loan,John Deere Bank,United States,North America,2019,9.69,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Nordeste - Maranhão,Latin America
Corporate loan,Banco do Brasil,Brazil,South America,2019,9.68,Brazil Agriculture Finance Program,Rubber,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso do Sul,Latin America
Corporate loan,Itaú Unibanco,Brazil,South America,2019,9.67,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Sul - Santa Catarina,Latin America
Bond issuance,China Merchants Group,China,East Asia,2016,9.66,Sinochem Group,Rubber,Sinochem Group,Central & West Africa
Shareholding,BlackRock,United States,North America,2021,9.65,Sumitomo Rubber Industries,Rubber,Sumitomo Rubber Industries,Southeast Asia
Corporate loan,Bank Rakyat Indonesia,Indonesia,Southeast Asia,2013,9.65,Perkebunan Nusantara Group,Palm oil,Perkebunan Nusantara III,Southeast Asia
Shareholding,Oversea-Chinese Banking Corporation,Singapore,Southeast Asia,2021,9.65,Genting Group,Palm oil,Genting Group,Southeast Asia
Corporate loan,RHB Banking,Malaysia,Southeast Asia,2013,9.64,DutaLand Group,Palm oil,Permata Land & Development,Southeast Asia
Shareholding,Deutsche Bank,Germany,EU27,2021,9.63,Suzano,Pulp & paper,Suzano,Latin America
Corporate loan,Bank Rakyat Indonesia,Indonesia,Southeast Asia,2013,9.62,Perkebunan Nusantara Group,Palm oil,Perkebunan Nusantara III,Southeast Asia
Shareholding,Skandinaviska Enskilda Banken,Sweden,EU27,2021,9.62,Top Glove,Rubber,Top Glove,Southeast Asia
Corporate loan,Hana Financial,South Korea,East Asia,2017,9.61,Sungai Budi Group,Palm oil,Tunas Baru Lampung,Southeast Asia
Shareholding,Toronto-Dominion Bank,Canada,North America,2021,9.6,Batu Kawan Group,Palm oil,Kuala Lumpur Kepong,Southeast Asia
Shareholding,Meiji Yasuda Life Insurance,Japan,East Asia,2021,9.6,Marubeni,Pulp & paper,Marubeni,Southeast Asia
Shareholding,Meiji Yasuda Life Insurance,Japan,East Asia,2021,9.6,Marubeni,Timber,Marubeni,Southeast Asia
Corporate loan,Bank Negara Indonesia,Indonesia,Southeast Asia,2018,9.59,Rajawali Group,Palm oil,Eagle High Plantations,Southeast Asia
Corporate loan,Bank Mandiri,Indonesia,Southeast Asia,2017,9.59,Salim Group,Palm oil,Indofood Sukses Makmur,Southeast Asia
Corporate loan,Bank Negara Indonesia,Indonesia,Southeast Asia,2016,9.57,Rajawali Group,Palm oil,Mandiri Kapital Jaya,Southeast Asia
Bond issuance,ANZ,Australia,Oceania,2017,9.56,Sinochem Group,Rubber,Sinochem International,Central & West Africa
Bond issuance,Standard Chartered,United Kingdom,Europe other,2017,9.56,Sinochem Group,Rubber,Sinochem International,Central & West Africa
Corporate loan,Malayan Banking,Malaysia,Southeast Asia,2014,9.56,Albukhary Group ,Rubber,Perspective Lane,Southeast Asia
Corporate loan,RHB Banking,Malaysia,Southeast Asia,2014,9.56,Albukhary Group ,Rubber,Perspective Lane,Southeast Asia
Corporate loan,John Deere Bank,United States,North America,2018,9.56,Brazil Agriculture Finance Program,Beef,Brazil Agriculture Finance Program - Centro-Oeste - Goiás,Latin America
Corporate loan,Bank Mandiri,Indonesia,Southeast Asia,2017,9.56,Salim Group,Palm oil,Indofood Sukses Makmur,Southeast Asia
Revolving credit facility,Bank of America,United States,North America,2019,9.54,Archer Daniels Midland,Soy,Archer Daniels Midland,Latin America
Revolving credit facility,Barclays,United Kingdom,Europe other,2019,9.54,Archer Daniels Midland,Soy,Archer Daniels Midland,Latin America
Revolving credit facility,Citigroup,United States,North America,2019,9.54,Archer Daniels Midland,Soy,Archer Daniels Midland,Latin America
Corporate loan,Banco da Amazonia,Brazil,South America,2017,9.54,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Centro-Oeste - MatoGrosso,Latin America
Bond issuance,CITIC,China,East Asia,2017,9.54,COFCO,Soy,COFCO,Latin America
Bond issuance,Industrial and Commercial Bank of China,China,East Asia,2017,9.54,COFCO,Soy,COFCO,Latin America
Shareholding,Kapitalo Investimentos,Brazil,South America,2021,9.52,Marfrig,Beef,Marfrig Global Foods,Latin America
Bondholding,Equitable Holdings,United States,North America,2021,9.52,IOI Group,Palm oil,IOI Investment,Southeast Asia
Corporate loan,Caixa Econômica Federal,Brazil,South America,2014,9.52,Brazil Agriculture Finance Program,Soy,Brazil Agriculture Finance Program - Nordeste - Bahia,Latin America
Shareholding,Ibiuna Investimentos,Brazil,South America,2021,9.5,JBS,Beef,JBS,Latin America
Revolving credit facility,Bank of America,United States,North America,2019,9.49,Archer Daniels Midland,Soy,Archer Daniels Midland,Latin America
Revolving credit facility,Barclays,United Kingdom,Europe other,2019,9.49,Archer Daniels Midland,Soy,Archer Daniels Midland,Latin America
Revolving credit facility,Citigroup,United States,North America,2019,9.49,Archer Daniels Midland,Soy,Archer Daniels Midland,Latin America
Bond issuance,Citigroup,United States,North America,2013,9.48,Sinochem Group,Rubber,Sinochem Hong Kong,Southeast Asia
Bond issuance,Goldman Sachs,United States,North America,2013,9.48,Sinochem Group,Rubber,Sinochem Hong Kong,Southeast Asia
Bond issuance,HSBC,United Kingdom,Europe other,2013,9.48,Sinochem Group,Rubber,Sinochem Hong Kong,Southeast Asia
Bond issuance,Morgan Stanley,United States,North America,2013,9.48,Sinochem Group,Rubber,Sinochem Hong Kong,Southeast Asia
Bond issuance,UBS,Switzerland,Europe other,2013,9.48,Sinochem Group,Rubber,Sinochem Hong Kong,Southeast Asia
Corporate loan,ABN Amro,Netherlands,EU27,2017,9.48,Wilmar,Palm oil,WII,Southeast Asia
Corporate loan,Aozora Bank,Japan,East Asia,2017,9.48,Wilmar,Palm oil,WII,Southeast Asia
Corporate loan,BDO Unibank,Philippines,Southeast Asia,2017,9.48,Wilmar,Palm oil,WII,Southeast Asia
